ず	1053435
加	1053077
集	1050101
南	1047930
使	1024284
空	1011122
点	1008337
二	1008248
形	1006363
口	992423
王	990811
優	990510
楽	989231
科	986861
面	983260
参	974319
論	968547
ヤ	959786
転	957297
置	954173
界	950841
岡	946714
能	945854
ろ	945563
ほ	943574
美	938570
天	936905
共	936727
気	932601
音	931055
保	927642
存	918148
知	916738
井	907559
賞	899684
重	896972
報	886175
売	877954
郡	877058
信	867525
史	864966
系	857366
来	855200
取	854762
路	853973
結	850973
松	850849
団	846506
X	845826
ヒ	843778
藤	842840
考	841662
務	841217
意	838720
不	836141
次	835996
歴	834735
変	833959
院	823307
台	822451
付	820727
局	816774
権	815263
活	815189
際	814231
有	807862
指	806266
運	805780
称	801089
郎	799724
工	795843
交	794488
注	789944
他	786185
士	784974
説	782752
歌	781958
館	781505
型	780737
近	774602
広	771384
受	770511
役	769281
石	766803
続	765083
総	764189
古	761577
録	760318
太	759210
Q	759137
産	756188
宮	755088
属	754771
昭	750340
球	745968
持	744493
登	742251
技	741230
城	739549
無	737859
終	727198
製	726441
項	725474
ユ	719036
男	718858
福	718146
馬	717786
決	716686
朝	713160
園	709225
〜	707539
ヘ	706276
げ	705312
土	705246
義	702458
基	701635
改	695789
屋	695278
む	694138
愛	693128
ひ	691270
計	690458
店	689399
種	684102
隊	683279
件	682262
崎	682189
武	680783
解	679769
阪	678900
覧	678504
真	678361
府	669624
研	665898
情	664834
戸	664248
得	661479
?	661270
英	659572
造	659110
統	659053
競	658372
術	658056
安	657044
相	651946
由	650102
備	647879
始	647804
題	646690
ゆ	644379
域	643567
脚	640534
門	638380
光	636919
橋	636869
流	635416
命	633726
谷	625232
ヨ	621693
】	621148
【	621081
少	620086
べ	619977
々	615801
ふ	615564
+	615497
育	613545
心	612782
任	612196
進	611716
建	607322
再	597272
直	595384
究	594717
典	592122
収	590784
字	590328
止	588231
移	588216
営	587338
様	586358
佐	584300
向	582930
ょ	581361
約	579202
伝	577974
星	576944
認	569291
可	566607
兵	561881
監	561005
両	556456
ゼ	553935
支	550922
載	549333
死	549136
色	548114
装	544817
撃	543627
投	543082
格	542171
思	540944
寺	538672
果	538031
類	536672
江	535569
問	531995
協	531968
紀	530227
常	529372
千	527738
引	526206
族	523894
党	523463
吉	522682
ご	521110
白	520187
構	519554
艦	515551
官	512238
葉	510191
督	504594
呼	503718
ぶ	503671
陸	502548
良	498444
影	495802
調	493778
配	492555
施	492217
管	489669
過	489407
津	486386
料	486358
声	486348
河	485875
状	485565
曜	485473
強	485086
～	482663
先	481550
乗	479429
青	474892
旧	473317
師	473161
十	471297
氏	470020
各	469365
ね	468718
列	462158
着	461276
確	461117
港	460986
彼	460200
修	459796
座	459698
容	458782
示	458578
判	456733
去	456054
器	455884
図	455212
衆	454733
降	454004
久	453081
復	451752
万	451123
級	448416
条	448300
沢	445326
ゃ	443169
著	439828
提	437359
更	437268
住	437126
起	434013
衛	433792
森	432845
株	431892
限	431250
試	430563
四	429973
←	429313
達	429244
速	429115
浜	426123
反	425794
八	425333
米	424426
巻	424146
火	420676
航	420245
資	419989
応	419315
花	419054
伊	417164
必	416520
企	416390
風	413354
観	411479
廃	409803
急	409603
横	409359
聞	409053
夫	405389
司	405348
洋	404901
側	404344
切	402129
退	400519
親	397487
船	396812
劇	396087
周	395857
→	394304
今	394141
予	393728
室	392974
半	392613
領	389154
商	388827
職	388787
単	388430
円	387333
奈	387316
頭	383218
係	382279
走	381664
央	381437
防	379984
庫	379055
落	378427
独	374789
五	374504
便	373581
及	372817
食	372694
仮	372195
専	371068
継	370966
ぐ	368674
省	367882
例	367482
打	367164
富	366915
芸	366618
量	366174
追	362278
波	361881
岩	361507
博	360330
離	359897
足	359382
準	358854
攻	358693
歳	358625
ぎ	358477
査	357752
済	357677
帰	357544
規	357226
護	356746
概	356575
\	356412
味	355827
争	354908
春	354763
標	352478
挙	351970
徳	351550
詞	351502
込	351091
林	351082
殺	350896
念	350859
黒	350534
接	350206
帝	348606
＝	347801
清	346663
害	345422
派	344374
異	344212
尾	342339
宇	342195
将	340741
医	340415
之	339673
了	339597
没	339308
根	338284
刊	335936
警	334494
介	334237
客	333642
皇	331923
助	331917
御	329216
質	329099
雄	328632
母	328413
催	327949
章	327646
秋	327368
父	326218
ヌ	325134
守	325093
態	324501
籍	324345
魔	324315
賀	322548
ゥ	321928
銀	321544
帯	321436
敗	319377
香	317791
創	316891
供	316849
志	316243
赤	315891
照	315624
未	312841
–	311222
担	310952
告	309881
飛	309515
倉	309365
張	309253
闘	308925
旅	307402
検	307373
玉	306770
換	306566
渡	305411
略	303884
委	303299
素	302940
程	302911
完	302416
辺	302082
消	301817
述	301470
病	301296
撮	300577
首	300475
漫	300446
処	299761
験	299327
差	298364
比	298131
泉	297271
般	297220
豊	295654
里	295636
残	294515
個	294303
導	294007
児	293911
細	293333
九	292722
率	292096
象	291635
陽	291587
宗	290511
感	289917
堂	289590
与	289442
補	288684
聖	288129
写	287635
含	286576
秒	285943
増	285375
断	285098
好	284534
末	283711
展	282131
読	281155
勢	280421
察	279230
角	278465
鳥	277656
坂	277306
私	276033
績	274927
永	274075
舞	273749
境	272838
夜	272832
案	272735
積	272278
誌	272100
越	271775
非	270952
秀	269910
失	269704
源	269482
友	268369
丸	268126
視	267943
蔵	267753
筆	266954
織	266916
献	265916
夏	265854
段	265005
右	263706
令	262661
票	262441
‐	262432
従	262372
想	261767
郵	261613
百	260541
仕	259976
訳	259115
興	258697
響	256984
／	256354
鹿	255916
築	254955
停	254428
ぼ	253186
評	252973
丁	252429
満	252210
…	251871
何	251812
悪	251116
算	250888
破	250167
血	249149
然	248957
池	248507
週	247013
短	246735
祭	246390
左	246326
宝	246217
○	246023
浦	245174
街	244477
幸	244083
瀬	243490
節	243230
階	243219
証	241934
ゅ	241319
併	241131
授	240824
若	239786
庁	238677
環	237242
樹	236586
毎	236495
価	236487
華	236138
ゾ	235942
甲	235841
※	234621
順	234569
薬	232916
健	232574
留	232120
弾	231844
藩	231181
割	230938
早	230178
塚	229807
推	229781
居	228636
ざ	227710
づ	227687
該	226854
超	226686
極	226362
財	225681
跡	225147
歩	224989
静	224539
深	224287
群	224282
課	223918
違	223709
革	223655
模	222968
×	220539
講	219350
農	218713
竹	217923
彦	217006
ぞ	216884
複	216014
就	215977
温	215875
材	215729
稿	215671
遺	214761
ヶ	214675
為	214441
端	214160
射	213398
販	213151
房	212308
整	211031
頃	210638
奏	210418
郷	209582
望	209533
六	209159
臣	207679
熊	207488
遠	207126
雑	206541
卒	205985
諸	204931
効	204439
韓	204334
板	204299
難	203030
幕	201648
精	201603
囲	201161
砲	200367
養	199746
邦	199522
盤	198947
羽	198860
弟	198432
植	197875
俳	196892
宿	196296
低	195883
恋	195163
盟	194949
岸	194908
七	194576
密	194535
援	192895
療	192782
席	192161
裁	191742
延	190853
習	190032
弘	189965
輪	189701
振	189208
刑	188923
談	188422
貴	188065
康	187874
背	187129
突	186692
負	186653
草	186109
宙	186104
求	185598
岐	185181
策	185121
絵	184956
採	184013
齢	183873
普	183702
爆	183674
伴	181412
沿	181157
婚	180726
忠	180517
具	180377
亡	179929
働	179860
惑	179686
替	179303
故	179108
枠	178468
潟	177412
麻	177206
妻	176030
恵	176018
枚	175622
湾	175578
識	175384
徒	175259
絶	174254
休	173672
被	173649
詳	172901
－	172878
札	172779
龍	172282
宣	171871
笑	171558
亜	171316
紙	171310
探	170596
沖	170432
布	170406
寄	170399
鈴	170338
舎	170231
圧	169824
獲	169543
景	169289
掲	169059
兄	168709
描	168056
也	167750
貨	167663
頁	167534
酸	167175
仙	166576
労	165881
適	164674
扱	164641
候	164591
輸	164583
許	164535
険	164180
敵	163881
！	163476
季	163312
則	163124
功	162722
副	162543
熱	161935
徴	161052
阿	160891
栄	160527
怪	160390
服	160161
乱	160053
喜	159738
値	159560
拠	159292
姿	158745
壊	158400
液	158377
揮	157574
印	157536
隆	157280
純	157054
滅	156989
返	156966
抜	156446
”	156259
給	156162
避	156130
娘	155815
盛	154883
湖	154075
承	153701
君	153645
奥	153231
遊	153202
竜	152225
審	151741
善	151707
а	151622
辞	150803
暦	150405
仁	150306
幅	150243
矢	150120
幼	149606
操	149143
幹	148747
況	148704
閣	148102
桜	148006
仲	147865
緯	147860
о	147355
署	146945
執	146865
宅	145491
息	145028
圏	145004
老	144355
杉	144281
散	144277
罪	144156
埼	143993
鮮	143514
因	143101
黄	143044
昇	142849
巨	142688
智	142657
減	142653
災	142287
夢	141660
捕	141424
待	141107
範	140976
翌	140845
騎	140286
搭	140196
哲	140154
戻	140119
☆	139956
⇒	139867
毛	139797
抗	139569
並	139262
剣	139002
途	138955
費	138825
測	138748
覚	138728
酒	138582
脱	138463
軽	138398
稲	138051
殿	138051
駆	137931
障	137918
慶	137912
須	137453
閉	137205
―	136828
姫	136057
兼	135952
旗	135307
魚	135096
逆	134950
携	134705
é	134665
雲	133062
律	132999
倒	132953
躍	132631
弁	132331
襲	132275
片	131970
“	131925
仏	131817
願	131747
距	131388
紹	130612
荒	130279
震	130245
裕	130236
縄	129787
俊	129540
霊	129540
隣	129128
銃	128866
沼	128473
漢	128330
似	128143
雪	127845
礎	127668
巡	127521
摩	127360
и	127250
犯	127131
固	127129
誕	127119
敷	126808
練	126740
秘	126247
釈	125358
億	124832
？	124823
症	124114
激	123164
憲	123108
吹	122671
幌	122645
救	122592
危	122285
茂	121893
鬼	121720
ぬ	120957
塩	120745
易	120386
浅	119971
至	119640
庭	119436
鶴	119332
暴	119331
獣	119165
祖	118775
傷	118188
疑	118084
禁	117700
即	117568
柳	116805
軌	116712
犬	116416
臨	116386
契	116040
焼	116012
裏	115684
那	115445
欧	114759
牧	114754
丘	114730
･	114296
掛	114066
堀	113826
締	113795
雅	113500
閲	113294
益	112886
妹	112721
鑑	112663
侵	112512
詩	111794
茶	111757
~	111617
伸	111520
孝	111520
占	111371
阜	111059
拡	110814
澤	110775
双	110230
飯	109954
冬	109469
訪	109329
伯	108943
索	108903
浩	108864
券	108655
針	108578
顔	108442
衣	108424
е	108251
緑	107917
梨	107860
混	107593
油	107224
暗	106807
希	106605
我	106432
童	106342
肉	106276
層	106105
●	105886
芝	104292
昧	103689
潜	103374
姉	103235
誠	102827
駐	102462
否	102455
賛	102412
н	101549
杯	101405
ぜ	101350
雷	101339
雨	101218
曖	100937
勤	100291
免	100124
答	99568
寿	99334
露	98702
綱	98678
融	98129
砂	98020
湯	97875
亀	97827
刻	97654
舗	97474
買	97326
染	97269
聴	97166
晴	97164
架	96902
納	96767
額	96671
快	96653
網	96597
均	96392
茨	96357
維	96323
腕	96165
冷	96038
翼	95755
р	95745
迎	95555
奪	95465
厚	95212
吸	95171
請	94976
税	94835
核	94803
塁	94606
折	94344
申	93498
逃	93491
礼	93341
苦	92894
骨	92758
昌	92453
隠	92231
誘	92031
宏	92018
翻	91961
批	91524
孫	91287
唱	91039
虫	90464
梅	90193
討	90015
陣	89974
余	89865
訓	89655
寛	89229
筋	89196
勇	89170
濃	89144
炎	89109
殊	88797
奇	88793
縮	88789
婦	88239
偵	88203
恐	87796
貫	87590
燃	87570
穂	87509
押	87221
簡	87163
飾	87050
致	86967
互	86801
欠	86642
塔	86355
既	85294
床	84843
岳	84677
潮	84495
誉	84438
紅	84404
夕	84239
緒	84162
丹	84151
ぱ	84096
脳	83726
｜	83663
牛	82980
羅	82693
刀	82622
唯	82502
菱	82413
輝	82271
束	82047
菜	82013
捜	81991
較	81867
倍	81794
譲	81712
択	81525
笠	81326
■	81186
滝	80858
彩	80805
幡	80741
儀	80735
с	80706
底	80660
弱	80612
訴	80502
弥	80460
枝	80433
豪	80150
摘	80098
敬	79965
墓	79958
繁	79957
—	79801
鎌	79687
菊	79343
陰	79246
栃	79238
才	79108
尚	79088
己	79052
泰	78407
触	78371
尊	78346
歯	78103
爵	78075
厳	78065
〈	78052
〉	78000
誤	77815
鎮	77274
敏	76948
繰	76913
傾	76902
損	76578
斎	76237
遅	76067
飲	75854
忍	75665
箱	75586
封	75231
履	75190
鳴	75128
鏡	74923
貞	74779
乳	74684
募	74601
駒	74476
附	74375
包	74150
冒	73893
栗	73863
責	73825
氷	73537
縁	73499
祐	73487
輔	73404
桃	73208
艇	73132
排	73126
豆	73104
絡	72633
剤	72569
眼	72452
吾	72308
浮	72283
渋	72262
径	72171
柄	72043
遣	72039
ぽ	72036
荷	71919
挑	71914
脈	71612
冠	71599
佳	71527
в	71353
威	71344
妖	71050
筑	70945
壁	70930
畑	70860
抱	70771
筒	70728
剛	70693
ぷ	70560
軸	70461
к	70354
拳	70240
庄	70019
充	69844
械	69830
沙	69817
柔	69683
鉱	69610
鎖	69353
，	69206
乃	69138
髪	69057
頂	68964
刺	68810
払	68764
鋼	68632
т	68534
紋	68507
旭	68486
託	68379
朗	68231
嘉	68057
征	67855
還	67760
棋	67704
洞	67605
李	67457
垣	67308
賢	67276
唐	67045
蒸	67044
謝	67005
覇	66994
窓	66926
芳	66558
л	66454
盗	66441
伏	66242
灯	66116
胞	66087
滋	65923
炭	65896
拓	65806
━	65762
^	65695
緊	65546
誰	65170
撤	65023
桂	64818
姓	64779
毒	64776
崩	64594
困	64576
午	64536
徹	64524
磁	64209
稚	64158
偶	64055
獄	63878
到	63542
穴	63537
轄	63535
斉	63392
弦	63365
漁	63265
袋	63264
招	63215
勲	62827
荘	62577
峰	62498
皮	62423
玄	61749
縦	61652
嶋	61468
嵐	61305
紫	61184
彰	61132
浪	61049
妙	60815
葛	60750
又	60647
却	60418
媛	60227
暮	60207
析	60086
咲	59869
逐	59808
狭	59760
奉	59756
嫌	59282
硬	59251
幻	59107
皆	58782
衝	58666
如	58616
踏	58551
干	58492
裂	58004
篇	57748
看	57604
★	57531
畿	57491
迫	57351
序	57221
柏	57076
麗	57046
僚	56912
銅	56880
卓	56797
謀	56590
偽	56459
踊	56424
購	55992
晶	55967
耐	55960
坊	55832
塾	55822
淳	55400
迷	55237
往	55237
＆	55207
沈	55162
微	54876
悲	54833
俗	54797
啓	54381
猫	54372
呂	54104
棄	54070
患	54029
‎	53974
恒	53960
菅	53915
悟	53846
克	53808
掘	53773
趣	53714
拒	53536
祉	53438
柴	53306
奴	53186
診	53009
亭	52793
洲	52674
脇	52492
涯	52293
戒	52280
貢	52044
祥	52006
侯	51935
煙	51873
虎	51746
桑	51669
怒	51489
墳	51451
綾	51317
ü	51009
牡	50754
滑	50693
狩	50690
糸	50532
魂	50368
桐	50354
埋	50250
憶	50006
狂	49903
１	49802
陵	49798
蓮	49716
蘭	49715
洗	49688
國	49617
梁	49553
冊	49275
棒	49146
磨	48888
箇	48865
謡	48730
括	48644
乙	48593
僕	48568
蒲	48395
痛	48246
旬	48201
曽	48167
斗	48141
飼	48089
腹	48041
顕	47997
菌	47945
揚	47809
哉	47530
捨	47421
譜	47386
篠	47347
遷	47170
渉	47163
祝	46970
葬	46904
帳	46877
尻	46821
仰	46728
慮	46663
句	46662
欲	46364
函	46291
狙	46223
霧	46212
薄	46033
眠	45990
@	45940
翔	45819
á	45758
亮	45473
謎	45466
覆	45405
訂	45389
隻	45076
僧	45029
呉	45004
刷	44884
斬	44538
尉	44456
慎	44344
粉	44302
琴	44296
〔	44129
〕	44095
浄	44050
弓	44034
罰	43994
抑	43957
詰	43881
峠	43878
拝	43862
逸	43846
涙	43766
ぴ	43760
挿	43738
輩	43731
撲	43708
旋	43655
肥	43593
塗	43510
２	43471
借	43400
曹	43297
·	43275
騒	43241
促	43204
薩	42917
珍	42854
臓	42659
泳	42607
隔	42573
殖	42555
寝	42513
陥	42488
辰	42392
磐	42345
浴	42334
貸	42329
鷹	42108
貼	42107
顧	42076
俺	42071
竣	42055
透	41930
堺	41809
尋	41777
溶	41754
謙	41719
旨	41699
泊	41625
淡	41589
抵	41462
昼	41324
雇	41317
享	41264
戯	41137
斜	41004
斐	40982
符	40821
披	40651
添	40641
涼	40596
債	40536
蘇	40458
届	40352
償	40350
珠	40321
逮	40316
雀	40254
圭	40242
晃	40159
柱	40045
摂	39960
碑	39861
耳	39834
狼	39834
％	39828
寒	39701
幾	39646
敦	39630
甘	39627
辻	39500
塞	39494
贈	39476
巣	39182
ぁ	39170
随	39102
薦	38882
｢	38715
｣	38711
α	38629
釜	38456
妃	38431
棟	38321
禄	38297
卵	38278
菓	38274
劉	38184
д	38120
瑞	38064
崇	37927
麦	37869
乾	37817
胸	37740
郊	37687
賃	37538
萩	37438
闇	37420
賊	37402
遂	37321
磯	37319
貝	37305
奨	37255
慣	37104
恩	37101
耕	36982
丈	36980
握	36916
勧	36728
廷	36708
瞳	36561
堤	36477
蹴	36354
ö	36324
駿	36298
怖	36023
晋	35900
銭	35886
錦	35859
ä	35764
滞	35615
侍	35534
熟	35498
陳	35482
驚	35449
垂	35391
峡	35248
軒	35246
徐	35161
跳	35140
ó	34935
舟	34932
椎	34741
蒼	34643
禅	34484
°	34460
肩	34236
繋	34231
灰	34196
澄	34183
喫	34172
》	34168
《	34162
掌	34146
潤	34089
朱	34076
忘	34034
篤	33939
尽	33862
寧	33834
靖	33591
黙	33491
渓	33416
猿	33360
后	33352
尼	33255
誇	33229
ぃ	33186
粒	33072
貧	33021
ヲ	32879
匹	32870
疾	32811
倫	32800
м	32681
í	32623
凡	32451
猛	32407
悠	32258
勉	32258
預	32245
□	32226
淵	32215
欄	32209
扉	32164
溝	32138
匠	32006
糖	31946
堅	31931
瞬	31923
孤	31922
泥	31893
但	31874
恭	31674
隷	31663
伐	31500
紛	31492
晩	31484
呪	31467
鼻	31346
芦	31342
琉	31316
悩	31245
培	31228
−	31163
勘	31155
＞	31137
й	30970
稼	30926
遭	30894
卿	30861
銘	30844
偏	30820
帽	30815
［	30809
遇	30793
刃	30763
３	30762
］	30761
循	30700
邪	30694
’	30655
貿	30603
汚	30584
召	30575
努	30575
$	30449
у	30417
昔	30371
ヂ	30221
邸	30145
噴	29980
懸	29961
簿	29908
傘	29711
唄	29687
緩	29684
秦	29671
貯	29654
笹	29652
掃	29580
烈	29566
楼	29354
倶	29326
揺	29152
繊	29148
я	28956
屈	28901
叙	28887
頻	28870
ا	28868
傍	28809
•	28784
控	28761
辛	28496
舌	28483
宋	28440
槻	28389
班	28337
酷	28310
橘	28309
瓦	28281
寮	28264
薫	28230
旦	28227
嫁	28206
虚	28109
釣	28058
虐	28055
盆	28007
彫	27948
猪	27861
ぇ	27819
秩	27809
媒	27806
應	27724
聡	27651
歓	27648
苗	27624
牝	27567
脂	27549
宜	27497
宰	27429
膨	27361
鍋	27147
鴨	27018
巧	27014
励	26989
℃	26969
懲	26909
膜	26894
酵	26867
幣	26836
暫	26644
泣	26607
慈	26449
粧	26399
牌	26392
藝	26354
阻	26336
措	26301
訟	26213
於	25978
爪	25919
劣	25900
紗	25882
幽	25881
魏	25877
學	25808
蛇	25758
鳳	25724
准	25681
藍	25617
軟	25583
勅	25520
巳	25460
萌	25443
г	25415
昆	25353
墜	25190
窟	25019
碁	24970
錬	24943
衰	24905
祈	24904
烏	24881
湘	24873
嗣	24806
＋	24774
俣	24739
焦	24715
鍵	24658
陶	24618
擁	24606
纂	24570
郭	24551
廣	24504
腰	24471
坪	24471
＜	24468
諏	24339
懐	24244
炉	24175
寸	24152
播	24119
讃	24048
豚	24044
曰	24005
п	23984
暁	23951
燥	23926
條	23873
盾	23838
屯	23774
靴	23718
刈	23700
鷲	23696
鐵	23692
狗	23632
欅	23599
♪	23554
叢	23526
鷺	23488
Ｋ	23462
淀	23411
杏	23403
虹	23372
С	23313
楠	23185
是	23102
嶺	23096
妨	23092
脅	23079
眞	23024
挟	22977
扇	22933
零	22912
栽	22873
帆	22859
舶	22855
需	22745
牟	22745
ヅ	22735
拘	22734
羊	22694
隅	22589
硫	22571
墨	22486
畳	22485
伎	22454
鐘	22429
胎	22428
芽	22413
б	22395
△	22289
．	22192
暖	22080
４	22068
股	22059
鼓	22036
胡	22029
樽	22012
魅	21994
蝶	21990
梶	21975
è	21951
慢	21947
抽	21938
酔	21862
玲	21836
洪	21803
欺	21799
祀	21718
湿	21709
殻	21678
尿	21644
朋	21635
誓	21625
ь	21619
湊	21475
妥	21445
腐	21373
蜂	21366
憑	21325
鳩	21215
楊	21185
栖	21166
蓋	21161
漆	21142
萬	21103
牙	21068
挺	21057
叩	21054
粋	21018
凍	20997
桁	20959
嘆	20958
岬	20950
庵	20880
傑	20832
夷	20797
鋭	20743
遼	20721
毅	20642
臼	20627
霞	20575
遥	20570
Ａ	20553
駄	20538
浸	20401
孔	20373
曾	20322
壇	20083
ч	20068
裸	20050
К	20027
腸	19928
肝	19861
汽	19861
犠	19847
窪	19838
◆	19817
粗	19768
肖	19759
郁	19609
赴	19604
帖	19599
籠	19579
†	19561
慰	19546
揃	19541
棚	19500
釧	19395
兆	19387
壮	19378
猟	19357
Ｎ	19343
偉	19338
隼	19248
尺	19148
²	19146
蓄	19142
逢	19121
彗	19109
腫	19081
渕	18995
枢	18982
瓶	18981
勃	18927
茅	18912
癖	18908
砦	18863
畠	18839
菩	18828
ぺ	18825
諭	18820
閥	18798
叔	18770
剰	18763
荻	18756
傭	18736
虜	18694
惧	18692
肢	18680
à	18674
綿	18669
疫	18626
稔	18625
耶	18622
衡	18576
獅	18573
樋	18554
笛	18544
琶	18496
畜	18456
暇	18440
吐	18440
牽	18435
琵	18428
薙	18381
佑	18223
┃	18223
拾	18208
爺	18200
剥	18126
喚	18124
Ｃ	18121
噂	18113
葵	18111
胴	18089
哀	18047
絞	18040
哨	17877
А	17867
า	17815
拍	17764
搬	17758
〒	17729
悦	17704
此	17697
稀	17693
粘	17676
牲	17666
諦	17649
乏	17570
潔	17509
践	17473
紳	17453
Ｚ	17441
擬	17416
ο	17410
隈	17384
苑	17377
邑	17344
陀	17331
嬢	17320
玩	17312
０	17296
槍	17262
鉛	17206
Ｓ	17194
灘	17186
庶	17179
賜	17173
漠	17168
貌	17152
濱	17132
叫	17113
柿	17098
寅	17097
з	17036
樺	16986
慕	16940
鍛	16923
讐	16893
冨	16861
賭	16831
ы	16794
ل	16754
瑠	16747
擲	16690
忌	16675
妊	16666
廉	16656
呈	16656
；	16649
喪	16635
朴	16599
癌	16580
鞍	16539
漏	16536
砕	16513
敢	16442
缶	16421
奮	16366
７	16345
帥	16333
ā	16330
馴	16330
ぅ	16256
臭	16254
趙	16221
輌	16206
賠	16152
凶	16149
肺	16145
櫻	16142
疎	16021
肯	16012
Ｄ	15986
杜	15960
鶏	15952
舘	15940
胆	15909
痺	15870
洛	15822
粛	15808
Ｏ	15795
捉	15745
諒	15729
囚	15685
Ｍ	15683
嫡	15609
ร	15582
膚	15580
匿	15558
頑	15558
糧	15548
П	15547
睦	15526
殆	15476
楓	15454
茎	15453
紡	15429
喰	15318
肌	15305
ｏ	15287
縛	15271
Ｂ	15256
罵	15251
莉	15238
燕	15233
ｅ	15187
喧	15187
爽	15135
袖	15131
峯	15087
穏	15029
串	15002
脊	14986
祇	14963
壱	14920
箕	14913
廊	14888
椿	14885
